Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost
1996-97,13,Rayo Vallecano,1–1,1–2,1–2,0–4,3–0,0–1,1–2,0–1,3–0,2–1,1–0,0–0,,1–0,2–2,1–0,2–0,0–1,1–2,3–1,1–2,1–1,13,42,11,17,14
1996-97,14,Real Madrid,1–0,3–1,2–0,2–2,4–0,0–0,3–2,2–0,5–0,3–0,0–0,2–1,1–0,,6–1,6–1,4–2,3–1,0–0,4–2,1–0,2–0,18,42,13,6,23
1996-97,15,Real Oviedo,2–0,4–1,2–4,1–1,2–1,2–2,0–1,3–1,0–0,2–0,2–1,1–5,0–2,2–3,,0–0,1–0,0–0,1–3,3–0,1–1,1–0,1,42,27,11,4
1996-97,16,Real Sociedad,0–0,1–1,2–0,0–1,1–2,4–1,1–1,1–0,3–0,2–1,2–1,2–0,3–1,1–2,1–0,,1–0,1–1,3–0,0–1,0–0,1–0,8,42,18,9,15
1996-97,17,Sevilla FC,4–2,0–0,0–1,0–3,2–0,0–1,0–1,3–1,0–0,5–0,1–4,0–0,2–0,1–3,2–1,2–3,,2–1,2–1,0–2,2–2,1–2,20,42,12,7,23
1996-97,18,Sporting de Gijón,2–4,0–1,0–0,2–4,2–1,1–1,1–1,4–3,1–1,2–0,2–0,0–1,3–0,0–1,0–0,0–0,1–1,,2–1,2–1,1–2,2–0,15,42,13,11,18
1996-97,19,CD Tenerife,3–3,2–3,4–0,0–1,0–0,6–0,2–1,5–1,2–1,3–1,2–0,2–2,1–2,1–1,2–2,0–1,0–2,6–0,,2–1,1–3,3–3,9,42,15,11,16
1996-97,20,Valencia CF,5–2,3–1,1–1,1–1,2–0,2–1,1–1,1–1,0–0,3–0,0–1,1–1,1–0,1–1,2–1,0–1,4–2,2–1,2–1,,2–4,1–1,10,42,15,11,16
1996-97,21,Valladolid,0–0,0–3,3–1,1–3,0–1,3–1,1–1,2–1,4–0,1–0,2–1,3–0,4–0,1–1,0–1,3–0,0–1,1–0,0–2,4–1,,1–1,7,42,18,10,14
1996-97,22,Zaragoza,1–1,2–3,3–5,2–2,1–1,1–3,1–2,1–0,3–1,2–0,2–2,0–2,3–2,1–2,1–0,3–0,2–1,5–0,1–1,1–1,1–0,,14,42,12,14,16
1995-96,1,Albacete Balompié,,2–0,1–1,0–1,0–0,4–0,2–1,1–0,0–0,2–0,2–2,1–2,1–1,0–1,3–5,3–3,3–2,1–3,0–0,1–3,4–2,0–1,20,42,10,12,20
1995-96,2,Athletic Bilbao,2–2,,0–2,0–0,0–1,3–0,0–0,1–0,0–0,1–1,4–0,3–1,0–5,0–1,0–0,3–1,1–1,2–1,2–0,0–1,2–1,1–0,15,42,11,15,16
1995-96,3,Atlético Madrid,2–0,4–1,,3–1,1–1,3–2,3–0,1–0,2–1,1–1,2–0,0–0,1–2,3–0,4–1,2–1,0–1,2–0,3–1,2–3,0–2,1–1,1,42,26,9,7
1995-96,4,FC Barcelona,3–0,4–1,1–3,,1–0,3–2,1–0,1–1,2–1,2–2,1–1,2–0,3–0,4–1,1–0,4–1,1–1,1–0,2–2,1–0,1–0,3–1,3,42,22,14,6
1995-96,5,Betis,2–3,0–0,2–1,1–5,,0–3,5–0,1–0,2–3,0–1,2–2,0–0,0–0,2–1,3–1,4–0,1–1,2–5,3–3,3–0,3–0,3–1,8,42,16,14,12
1995-96,6,Celta de Vigo,2–2,3–1,0–3,1–0,2–0,,0–1,0–0,4–2,2–0,0–0,2–0,1–1,1–0,1–1,2–1,4–0,0–0,2–2,1–1,1–1,1–1,11,42,12,16,14
1995-96,7,SD Compostela,3–1,2–1,1–3,2–1,1–2,1–1,,4–0,2–1,1–0,2–0,1–0,3–3,4–1,2–0,0–0,0–0,1–0,0–2,0–4,1–3,3–2,10,42,17,8,17
1995-96,8,Deportivo de La Coruna,5–0,0–0,2–2,2–2,0–0,2–1,2–0,,0–1,2–1,2–3,1–0,3–0,0–4,1–1,2–0,3–2,1–0,1–1,3–0,3–1,2–3,9,42,16,13,13
1995-96,9,RCD Espanyol,1–0,3–0,0–2,1–1,1–1,2–2,0–0,0–0,,3–0,1–0,4–2,3–1,5–0,0–0,3–1,0–1,0–0,2–1,2–0,2–0,1–1,4,42,20,14,8
1995-96,10,CP Mérida,1–1,1–0,0–1,0–0,1–1,2–0,0–2,0–2,0–1,,3–1,0–1,2–2,3–1,1–2,0–0,3–2,1–0,2–0,0–2,1–0,1–1,21,42,10,12,20
1995-96,11,Racing de Santander,5–5,1–1,0–4,1–1,0–0,2–1,1–0,2–1,1–1,2–0,,1–2,2–0,0–0,2–3,2–1,1–1,1–1,1–2,0–3,0–0,0–0,14,42,12,12,18
1995-96,12,Rayo Vallecano,2–0,2–2,0–3,1–1,1–2,1–3,0–1,0–6,1–0,4–1,1–2,,1–5,1–2,2–0,1–4,0–0,2–0,2–4,3–2,0–2,4–3,17,42,11,14,17
1995-96,13,Real Madrid,2–0,1–2,1–0,1–1,4–2,1–0,2–1,1–0,1–2,4–0,1–2,1–2,,2–3,3–2,5–0,4–1,0–1,2–0,0–0,4–1,2–2,19,42,12,8,22
1995-96,14,Real Oviedo,1–0,0–0,1–1,1–2,0–1,1–1,3–1,0–2,1–2,0–0,2–1,2–0,1–2,,0–0,2–2,2–3,1–0,1–3,0–1,3–8,1–1,6,42,20,10,12
1995-96,15,Real Sociedad,8–1,2–2,1–0,1–1,1–1,3–1,0–1,2–1,0–1,1–2,2–1,2–1,1–1,1–1,,1–0,1–0,2–0,0–1,5–2,1–0,3–1,7,42,17,12,13
1995-96,16,UD Salamanca,2–4,2–1,1–3,1–3,2–1,0–1,1–0,0–5,2–2,2–2,5–0,1–2,0–2,0–1,3–3,,4–1,3–0,1–2,4–0,0–0,0–1,22,42,8,9,25
1995-96,17,Sevilla FC,1–1,1–1,0–0,1–0,1–0,0–0,0–1,0–0,0–3,3–0,0–1,1–0,0–1,1–1,2–1,3–1,,2–0,0–1,1–2,1–1,1–1,12,42,11,15,16
1995-96,18,Sporting de Gijón,3–0,1–2,1–2,0–3,2–3,1–0,2–1,1–1,2–3,3–1,4–2,3–1,0–0,0–1,1–1,3–2,3–1,,0–2,1–3,4–2,4–1,18,42,13,7,22
1995-96,19,Tenerife,1–3,3–2,1–1,1–1,1–2,1–0,1–1,1–1,1–4,1–0,2–0,2–2,3–0,3–3,1–0,4–0,4–2,3–0,,2–1,1–0,1–2,5,42,20,12,10
1995-96,20,Valencia CF,1–0,3–1,0–1,4–1,1–1,3–0,5–2,2–1,1–0,4–1,2–1,3–0,4–3,3–1,0–1,2–0,1–0,1–0,2–2,,1–0,0–0,2,42,26,5,11
1995-96,21,Valladolid,3–0,1–1,0–1,0–2,3–1,1–1,0–0,2–2,0–0,1–1,3–1,1–1,0–3,2–2,3–0,1–0,3–3,1–0,3–0,2–5,,0–0,16,42,11,14,17
1995-96,22,Zaragoza,3–1,1–0,0–1,0–3,1–2,0–0,1–0,2–3,1–1,3–1,1–2,1–1,0–1,1–0,1–2,1–1,0–1,1–1,0–2,4–1,5–3,,13,42,11,15,16
1994-95,1,Albacete,,1–2,2–2,2–2,3–1,1–1,1–3,2–8,1–1,0–0,2–0,1–1,1–0,0–1,1–1,1–2,2–1,1–0,1–0,0–3,,,17,38,10,14,14
1994-95,2,Athletic Bilbao,1–2,,3–1,0–2,1–0,1–1,1–0,0–2,1–3,1–0,2–0,1–1,1–0,0–0,0–2,2–0,3–2,2–1,1–1,1–0,,,8,38,16,10,12
1994-95,3,Atlético Madrid,4–0,2–1,,2–0,0–2,0–2,1–1,1–1,3–1,3–0,0–1,0–2,3–3,2–1,2–2,3–2,3–1,2–4,6–0,2–0,,,14,38,13,9,16
1994-95,4,Barcelona,0–1,1–0,4–3,,1–1,1–1,4–0,1–1,3–0,3–0,2–1,1–0,1–0,1–1,0–1,3–1,1–0,0–0,4–1,3–0,,,4,38,18,10,10
1994-95,5,Betis,4–1,0–0,2–0,1–1,,1–1,1–0,0–0,3–1,1–0,2–0,0–0,0–0,0–0,2–1,5–0,3–0,1–1,1–2,0–1,,,3,38,15,16,7
1994-95,6,Celta de Vigo,0–0,1–1,1–0,2–4,0–2,,1–2,0–2,1–2,0–1,2–1,0–2,0–0,2–1,0–0,2–0,3–2,0–0,1–0,0–0,,,13,38,11,14,13
1994-95,7,Compostela,0–0,0–1,2–1,1–2,1–1,2–0,,0–1,1–1,2–0,2–1,1–1,1–1,0–2,0–4,3–2,2–0,1–1,1–0,3–2,,,16,38,11,12,15
1994-95,8,Deportivo La Coruña,2–1,0–0,0–1,1–0,2–0,1–2,1–0,,1–1,5–0,3–0,0–0,2–2,3–1,5–1,2–1,4–1,3–1,4–0,3–3,,,2,38,20,11,7
1994-95,9,Espanyol,5–1,3–1,2–0,0–0,0–0,0–0,2–0,1–0,,2–0,2–0,1–2,4–2,0–0,2–2,1–1,0–0,5–0,3–0,2–0,,,6,38,14,15,9
1994-95,10,Logroñés,1–1,0–1,0–0,1–4,0–0,0–3,0–4,0–1,1–1,,0–1,1–4,0–2,0–4,0–2,1–3,4–2,2–2,0–0,0–0,,,20,38,2,9,27
1994-95,11,Racing Santander,2–1,0–2,0–0,5–0,0–0,2–0,2–2,1–2,0–0,3–0,,3–1,2–0,0–0,0–3,0–0,2–1,3–2,0–0,0–1,,,9,38,13,13,12
1994-95,12,Real Madrid,0–0,4–0,4–2,5–0,0–2,4–0,1–1,2–1,1–0,2–0,3–1,,2–0,0–0,2–0,4–0,4–2,3–1,1–0,3–0,,,12,38,13,10,15
1994-95,13,Oviedo,1–3,1–1,1–0,0–0,0–0,2–2,2–2,2–0,3–0,1–0,3–1,3–2,,3–0,1–0,1–0,1–2,1–0,1–0,2–1,,,1,38,23,9,6
1994-95,14,Real Sociedad,2–0,5–0,3–1,1–1,1–1,2–3,1–1,1–3,2–0,6–0,0–1,1–1,3–1,,0–0,2–2,5–2,0–2,3–0,1–2,,,11,38,12,14,12
1994-95,15,Sevilla,0–2,0–0,2–2,4–2,0–1,2–3,3–0,0–0,3–0,1–0,1–3,1–4,1–1,2–0,,5–1,1–2,1–1,1–0,2–1,,,5,38,16,11,11
1994-95,16,Sporting Gijón,3–2,1–1,0–2,2–1,1–1,0–0,1–1,3–1,0–0,2–2,2–3,1–0,1–1,1–2,3–0,,1–1,1–0,1–3,1–3,,,18,38,8,12,18
1994-95,17,Tenerife,2–2,1–0,1–0,2–1,1–4,3–0,2–0,1–1,1–1,4–0,3–0,0–1,1–1,3–0,0–0,3–0,,1–2,0–0,2–0,,,15,38,13,9,16
1994-95,18,Valencia,3–3,3–1,0–0,1–2,2–1,1–0,4–1,1–2,0–0,3–0,1–1,1–2,1–0,4–2,0–1,0–0,2–1,,3–0,3–0,,,10,38,13,12,13
1994-95,19,Valladolid,1–1,0–1,0–1,1–3,0–2,1–1,2–0,0–0,0–4,2–1,1–1,0–5,2–1,1–1,0–4,2–0,1–4,2–0,,2–0,,,19,38,8,9,21
1994-95,20,Zaragoza,1–0,1–4,3–1,2–1,3–0,4–0,5–3,1–0,1–0,3–0,1–1,3–2,2–1,1–1,0–1,3–2,2–2,2–2,1–0,,,,7,38,18,7,13
1993-94,1,Albacete,,1–0,2–2,0–0,0–4,0–0,2–1,2–2,2–1,3–0,1–1,1–4,5–0,1–1,2–2,3–1,2–3,3–1,1–1,2–1,,,13,38,10,15,13
1993-94,2,Athletic Bilbao,4–1,,3–2,0–0,2–1,3–1,4–0,0–0,1–2,1–2,0–0,2–1,1–1,0–0,1–1,7–0,3–2,2–1,3–0,2–1,,,5,38,16,11,11
1993-94,3,Atlético Madrid,0–0,4–2,,4–3,3–2,0–1,0–0,1–0,3–0,4–0,2–0,0–0,0–3,1–2,2–4,2–0,2–0,2–0,2–0,0–4,,,12,38,13,9,16
1993-94,4,Barcelona,2–1,2–3,5–3,,1–0,3–0,0–1,2–2,8–1,2–1,1–0,5–0,1–0,3–0,5–2,4–0,2–1,3–1,3–0,4–1,,,1,38,25,6,7
1993-94,5,Celta de Vigo,1–4,1–1,3–2,0–4,,0–0,1–0,2–0,4–0,0–0,0–0,3–2,1–1,3–2,2–1,0–2,1–0,1–2,1–2,1–0,,,15,38,11,11,16
1993-94,6,Deportivo La Coruña,5–1,4–1,2–1,1–0,0–0,,2–0,3–0,3–1,1–0,0–0,4–0,4–0,0–1,2–0,2–1,2–0,0–0,0–0,1–1,,,2,38,22,12,4
1993-94,7,Lleida,0–1,1–2,0–1,1–2,0–0,0–0,,1–1,1–2,0–0,0–1,2–1,1–1,1–0,0–3,1–1,1–1,1–1,1–0,0–1,,,19,38,7,13,18
1993-94,8,Logroñés,2–2,4–2,1–0,0–0,1–1,0–2,2–1,,3–2,0–1,1–1,3–4,2–2,2–0,1–1,1–2,1–2,2–0,0–0,2–2,,,16,38,9,15,14
1993-94,9,Osasuna,3–1,0–0,0–1,2–3,0–1,0–0,1–0,1–3,,0–0,1–1,1–4,2–0,0–2,0–0,3–0,1–0,3–3,2–0,0–0,,,20,38,8,10,20
1993-94,10,Racing Santander,1–1,2–2,2–0,1–1,2–1,0–1,2–1,0–0,3–1,,1–0,1–3,1–2,4–1,1–0,2–0,1–0,0–1,5–1,2–0,,,9,38,12,13,13
1993-94,11,Rayo Vallecano,0–0,1–2,2–1,2–4,1–1,0–0,1–2,3–1,1–0,1–1,,0–2,0–0,4–1,2–1,2–1,4–3,1–1,0–1,1–2,,,8,38,15,8,15
1993-94,12,Real Madrid,2–0,2–1,1–0,0–1,2–1,2–0,5–0,2–1,0–0,2–1,5–2,,0–1,0–2,0–0,2–2,1–1,3–2,1–3,3–2,,,17,38,9,13,16
1993-94,13,Oviedo,1–1,3–0,1–1,1–3,1–0,2–5,0–0,1–2,1–0,3–0,5–0,0–1,,2–1,0–2,0–1,1–0,0–3,1–0,2–1,,,4,38,19,7,12
1993-94,14,Real Sociedad,1–1,0–0,2–1,2–1,2–1,0–1,1–3,2–2,1–0,2–0,1–1,2–0,2–2,,0–0,0–1,2–1,0–0,1–0,2–2,,,11,38,12,12,14
1993-94,15,Sevilla,2–0,1–3,2–1,0–0,4–1,0–0,2–1,4–1,1–1,2–1,3–1,0–1,2–0,1–0,,1–2,4–0,0–1,3–3,0–1,,,6,38,15,12,11
1993-94,16,Sporting Gijón,1–0,0–1,1–1,2–0,2–1,0–2,1–1,1–2,7–1,0–2,2–0,2–1,0–0,3–2,0–1,,1–2,2–0,2–0,0–3,,,14,38,15,5,18
1993-94,17,Tenerife,2–1,2–1,1–1,2–3,0–0,0–1,1–0,2–0,1–0,1–0,3–1,0–0,2–2,2–1,2–1,3–0,,1–0,0–2,5–3,,,10,38,15,6,17
1993-94,18,Valencia,4–0,1–0,2–2,0–4,3–0,1–3,3–3,3–1,0–0,2–1,3–1,0–3,2–2,0–0,1–1,1–0,3–2,,5–1,3–0,,,7,38,14,12,12
1993-94,19,Valladolid,1–0,1–1,1–1,1–3,0–0,0–0,0–2,2–0,2–1,0–3,1–3,0–0,0–0,0–0,2–2,0–1,2–0,1–1,,0–0,,,18,38,8,14,16
1993-94,20,Zaragoza,1–1,1–0,2–1,6–3,4–1,0–1,1–1,1–1,2–1,2–0,4–1,4–1,2–1,3–0,1–2,3–0,6–2,1–0,2–0,,,,3,38,19,8,11
1992-93,1,Albacete,,4–5,2–1,0–2,5–0,1–0,1–1,2–0,3–1,0–0,1–0,4–0,0–3,2–0,1–2,3–4,6–2,1–0,0–1,1–3,,,17,38,11,9,18
1992-93,2,Athletic Bilbao,3–1,,1–2,1–0,2–1,0–1,0–1,2–0,2–0,1–0,4–2,1–1,1–1,1–0,2–0,2–1,0–0,2–2,1–4,3–2,,,8,38,17,6,15
1992-93,3,Atlético Madrid,3–2,1–1,,1–4,2–0,1–1,2–1,2–1,0–1,2–1,1–0,2–0,1–1,2–1,0–0,1–0,1–1,3–2,1–1,2–2,,,6,38,16,11,11
1992-93,4,Barcelona,3–3,2–1,1–1,,4–1,2–0,3–0,5–0,3–0,2–1,4–0,4–1,2–1,2–0,1–0,2–1,7–2,1–1,3–0,1–0,,,1,38,25,8,5
1992-93,5,Cádiz,1–1,2–3,1–1,0–4,,1–1,0–3,1–0,2–2,0–2,1–1,3–2,1–1,0–2,2–1,0–0,2–3,1–3,0–2,1–1,,,19,38,5,12,21
1992-93,6,Celta de Vigo,1–1,1–0,0–2,3–2,1–0,,0–0,0–1,2–0,0–0,0–0,1–1,1–1,0–0,2–1,1–2,0–0,0–1,0–0,0–1,,,11,38,9,16,13
1992-93,7,Deportivo La Coruña,3–2,3–0,1–1,1–0,3–0,2–0,,3–0,0–1,2–1,1–1,5–0,3–2,2–1,5–1,2–0,2–1,2–2,0–0,1–0,,,3,38,22,10,6
1992-93,8,Espanyol,2–0,2–0,1–3,0–1,1–2,0–0,0–2,,0–1,2–1,2–2,3–1,1–3,2–0,4–1,1–1,1–2,0–0,1–1,2–0,,,18,38,9,11,18
1992-93,9,Logroñés,1–0,0–1,2–1,1–2,1–0,0–1,0–3,0–0,,1–1,0–0,0–1,0–3,1–0,0–1,2–0,1–2,2–0,3–2,0–0,,,15,38,11,11,16
1992-93,10,Osasuna,3–0,1–2,1–0,0–1,1–1,3–0,1–1,1–3,1–2,,1–0,1–0,0–0,2–1,2–0,0–1,3–0,1–2,2–2,1–0,,,10,38,12,10,16
1992-93,11,Rayo Vallecano,2–2,1–0,2–0,3–3,1–1,0–1,1–1,1–1,2–1,1–0,,2–1,2–0,2–2,1–1,0–1,2–2,2–2,0–1,0–0,,,16,38,11,10,17
1992-93,12,Real Burgos,0–0,1–1,0–2,0–1,0–2,1–1,0–0,1–1,2–2,1–0,0–3,,1–2,1–1,4–0,0–2,2–1,0–3,1–1,1–1,,,14,38,8,17,13
1992-93,13,Real Madrid,3–0,2–0,1–0,2–1,3–1,1–0,2–1,3–1,2–2,3–0,1–1,3–0,,3–2,2–0,5–0,0–0,3–0,2–0,4–0,,,20,38,4,14,20
1992-93,14,Oviedo,0–0,1–0,1–4,1–0,2–1,3–1,3–3,2–2,0–0,1–2,1–1,3–0,0–4,,2–2,1–1,2–1,1–2,0–1,4–1,,,2,38,24,9,5
1992-93,15,Real Sociedad,2–1,1–0,1–0,2–2,3–0,1–1,0–2,4–1,3–0,1–3,1–2,2–2,1–5,1–0,,1–0,1–2,3–1,1–0,1–1,,,13,38,13,8,17
1992-93,16,Sevilla,2–1,3–1,1–3,0–0,1–0,1–0,1–3,1–1,3–0,0–0,3–2,1–1,2–0,0–1,3–1,,1–0,1–0,2–2,1–0,,,7,38,17,9,12
1992-93,17,Sporting Gijón,1–0,0–4,2–1,1–1,1–0,0–3,0–1,1–1,1–1,0–0,1–0,0–0,0–0,0–1,2–4,1–3,,1–2,1–0,3–1,,,12,38,11,12,15
1992-93,18,Tenerife,2–2,2–1,2–2,1–1,1–1,1–0,3–1,2–1,1–1,2–2,4–0,3–1,2–0,1–2,1–0,3–0,0–2,,0–0,2–2,,,5,38,15,14,9
1992-93,19,Valencia,2–0,3–1,1–0,3–4,5–0,1–1,3–0,2–0,2–1,3–1,1–0,5–0,1–2,3–0,1–0,1–1,2–0,2–1,,0–1,,,4,38,19,10,9
1992-93,20,Zaragoza,0–1,0–3,1–0,1–6,0–0,0–0,0–2,2–1,1–1,3–2,2–0,2–1,0–1,1–0,1–1,2–1,1–1,2–2,2–1,,,,9,38,11,13,14
1991-92,1,Albacete,,4–0,3–1,1–1,0–1,3–0,3–2,2–0,1–0,1–0,1–0,1–3,2–0,0–1,0–0,0–2,1–1,1–0,3–1,1–1,,,7,38,16,8,14
1991-92,2,Athletic Bilbao,1–0,,3–2,0–2,3–1,0–0,0–2,1–2,2–0,2–1,0–0,1–4,0–0,2–1,0–2,2–0,3–1,2–3,2–0,1–0,,,14,38,13,7,18
1991-92,3,Atlético Madrid,4–1,3–1,,2–2,5–1,1–2,3–0,2–1,3–0,1–0,2–0,2–0,3–1,5–1,0–3,2–1,1–0,1–0,5–1,2–1,,,3,38,24,5,9
1991-92,4,Barcelona,7–1,2–0,1–0,,4–1,4–1,4–3,1–0,3–0,2–0,1–1,1–1,1–2,2–0,1–0,1–1,5–3,3–1,2–1,3–1,,,1,38,23,9,6
1991-92,5,Cádiz,1–1,1–0,1–1,0–2,,1–0,2–1,2–0,1–3,2–2,0–2,0–1,3–1,0–0,1–1,1–1,0–0,2–0,0–0,0–0,,,18,38,7,14,17
1991-92,6,Deportivo La Coruña,2–2,0–0,1–1,0–4,1–1,,2–2,2–2,1–0,0–0,2–2,0–3,0–0,0–0,3–1,5–2,1–1,0–1,1–0,3–0,,,17,38,8,15,15
1991-92,7,Espanyol,2–0,2–0,1–2,0–4,3–1,0–3,,3–0,3–2,3–2,0–0,1–5,0–1,2–0,1–1,2–0,2–2,0–0,0–2,1–0,,,16,38,12,8,18
1991-92,8,Logroñés,1–1,0–1,1–0,2–2,2–1,2–1,2–1,,2–1,0–0,1–2,1–0,2–0,1–1,1–0,0–0,2–0,0–0,0–0,0–2,,,10,38,13,10,15
1991-92,9,Mallorca,0–1,1–2,0–2,1–2,1–0,4–2,1–0,2–1,,1–1,2–2,0–0,2–1,2–1,1–0,0–1,0–2,0–1,1–1,0–1,,,20,38,10,7,21
1991-92,10,Osasuna,2–0,1–1,1–1,0–0,1–0,0–1,0–1,3–0,1–0,,1–1,1–1,1–0,1–0,1–0,0–2,2–0,0–1,1–1,1–0,,,15,38,10,13,15
1991-92,11,Real Burgos,3–1,2–0,1–1,2–2,1–1,0–0,2–1,2–0,0–0,4–0,,0–2,1–0,0–1,1–0,0–1,3–1,2–1,1–0,0–1,,,11,38,14,8,16
1991-92,12,Real Madrid,2–1,5–0,3–2,1–1,1–1,1–0,7–0,3–0,2–0,5–2,2–0,,0–0,4–1,3–1,1–0,2–1,2–1,1–0,2–0,,,9,38,12,13,13
1991-92,13,Oviedo,0–1,1–1,0–1,0–2,2–1,2–1,1–0,2–3,0–0,3–1,3–1,1–0,,2–0,1–0,1–0,2–0,2–2,2–1,2–1,,,2,38,23,8,7
1991-92,14,Real Sociedad,0–1,2–0,0–2,2–1,1–0,1–1,1–1,4–0,1–0,0–0,4–0,2–2,2–1,,2–1,0–0,1–0,3–1,1–0,0–0,,,5,38,16,12,10
1991-92,15,Sevilla,3–0,1–2,0–1,4–2,0–0,0–0,2–1,0–1,2–0,1–0,3–2,1–0,1–1,2–2,,2–1,4–1,2–3,2–1,3–0,,,12,38,13,8,17
1991-92,16,Sporting Gijón,0–2,3–2,0–1,2–1,2–1,1–0,3–0,1–1,2–0,1–0,0–0,1–4,1–0,0–1,2–1,,1–1,0–3,1–0,1–2,,,8,38,15,8,15
1991-92,17,Tenerife,2–3,4–1,0–1,2–1,3–1,1–0,0–1,3–0,0–1,0–0,4–1,3–2,1–0,0–0,4–1,0–0,,2–1,0–0,1–0,,,13,38,12,10,16
1991-92,18,Valencia,1–1,3–1,2–0,1–0,4–0,2–1,1–0,1–1,1–1,1–2,1–1,2–1,6–3,1–2,3–2,3–1,1–0,,3–1,0–1,,,4,38,20,7,11
1991-92,19,Valladolid,1–0,1–1,0–1,0–6,2–2,2–0,0–0,1–2,2–1,1–1,2–0,2–1,1–1,2–2,1–0,0–1,2–2,1–4,,0–0,,,19,38,7,13,18
1991-92,20,Zaragoza,1–0,1–0,1–0,0–4,3–0,1–0,1–1,3–2,1–2,2–0,1–0,1–1,3–2,1–3,1–1,3–1,3–0,0–3,2–0,,,,6,38,17,7,14
1990-91,1,Athletic Bilbao,,2–1,0–6,4–0,1–0,1–1,1–1,1–1,2–0,2–0,2–1,1–0,2–1,2–1,2–0,1–2,2–0,0–2,0–1,2–0,,,12,38,15,6,17
1990-91,2,Atlético Madrid,2–0,,2–1,2–1,0–0,3–1,4–0,3–0,0–1,2–2,0–0,0–3,0–0,4–0,1–0,3–1,1–1,2–0,2–0,4–0,,,2,38,17,13,8
1990-91,3,Barcelona,4–1,1–1,,4–2,2–0,6–0,5–2,2–1,2–1,2–0,0–0,2–1,0–0,1–3,3–0,3–2,1–0,3–1,1–0,2–1,,,1,38,25,7,6
1990-91,4,Betis,1–0,0–0,2–3,,3–0,1–0,1–2,3–2,2–2,0–1,0–0,1–3,1–1,1–1,0–3,2–2,1–1,2–2,0–0,1–1,,,18,38,7,15,16
1990-91,5,Cádiz,2–3,0–1,4–0,1–2,,0–0,0–0,2–0,1–0,1–1,0–0,1–0,2–1,1–1,2–1,1–1,1–2,0–0,0–0,2–1,,,19,38,8,12,18
1990-91,6,Castellón,2–0,0–0,0–1,3–1,2–0,,1–1,0–0,0–1,1–0,0–0,0–3,1–0,1–1,0–0,3–2,5–1,0–2,4–2,0–0,,,16,38,12,10,16
1990-91,7,Espanyol,1–2,3–1,0–1,2–2,2–1,1–0,,0–1,3–0,0–1,1–0,3–1,5–0,1–0,4–0,0–2,1–0,0–0,2–0,0–0,,,10,38,13,11,14
1990-91,8,Logroñés,1–1,0–1,0–2,1–0,1–1,2–1,1–0,,1–2,2–0,0–0,1–0,1–0,0–0,2–1,1–2,1–0,1–0,1–2,1–1,,,15,38,9,16,13
1990-91,9,Mallorca,0–0,1–0,1–1,1–0,0–0,0–0,4–0,2–0,,1–1,0–0,1–1,1–1,2–1,1–1,1–1,0–1,0–1,0–0,3–2,,,4,38,15,15,8
1990-91,10,Osasuna,1–0,0–3,0–0,3–0,1–1,2–0,1–0,1–1,1–0,,1–0,3–3,0–0,3–1,1–0,2–1,3–1,0–2,2–1,1–0,,,6,38,13,16,9
1990-91,11,Real Burgos,2–1,1–1,1–3,1–2,1–0,4–0,0–0,1–2,1–1,1–1,,2–1,4–0,2–0,1–1,1–1,2–0,0–0,0–1,0–1,,,20,38,6,13,19
1990-91,12,Real Madrid,4–1,0–3,1–0,3–0,2–1,1–0,2–1,0–0,3–0,0–4,0–1,,1–1,2–3,7–0,2–1,3–0,4–0,1–0,2–0,,,11,38,10,17,11
1990-91,13,Oviedo,1–1,3–0,1–0,1–0,1–1,3–0,4–1,0–0,1–0,0–0,1–1,0–0,,2–1,0–0,0–0,3–1,2–1,1–0,2–1,,,3,38,20,6,12
1990-91,14,Real Sociedad,0–1,2–1,1–1,1–0,0–0,1–1,0–0,2–0,0–0,1–1,3–1,1–1,3–1,,1–1,1–0,1–3,1–0,1–1,1–0,,,13,38,11,14,13
1990-91,15,Sevilla,3–0,1–1,0–1,3–2,2–1,3–0,1–1,1–0,1–0,2–1,1–2,2–0,3–0,1–0,,1–0,2–2,2–1,1–0,1–2,,,8,38,15,8,15
1990-91,16,Sporting Gijón,3–1,1–2,1–0,4–0,3–1,1–0,3–0,1–0,1–1,1–1,0–0,0–2,0–0,2–1,2–0,,2–1,1–1,4–0,1–0,,,5,38,16,12,10
1990-91,17,Tenerife,1–0,0–0,0–1,1–1,1–0,1–0,2–0,2–0,2–1,2–1,1–0,0–1,1–2,2–0,0–4,0–0,,1–1,1–0,0–2,,,14,38,14,7,17
1990-91,18,Valencia,2–1,1–1,2–2,3–1,2–1,1–0,2–0,0–1,1–0,1–1,0–1,2–1,1–1,0–1,2–1,0–1,4–2,,2–0,2–0,,,7,38,15,10,13
1990-91,19,Valladolid,1–0,0–0,1–5,1–1,0–0,0–0,2–0,0–0,5–1,1–1,1–0,0–1,1–0,4–2,2–1,0–0,6–2,3–1,,0–0,,,9,38,12,13,13
1990-91,20,Zaragoza,1–0,1–0,0–2,2–0,3–0,2–0,1–1,0–1,2–2,0–0,0–0,1–3,0–1,1–1,2–0,4–0,0–1,2–1,2–2,,,,17,38,11,11,16
1989-90,1,Athletic Bilbao,,1–1,1–2,3–1,2–1,2–0,1–0,3–0,0–0,1–1,3–2,1–1,0–0,1–0,1–1,1–0,1–1,1–1,2–2,2–0,,,12,38,11,15,12
